hotel,market_segment,customer_type,deposit_type,lead_time,is_canceled,adr,异常类型
Resort Hotel,Direct,Transient,No Deposit,25,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,0,1,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,73,0,0.0,adr<=0
Resort Hotel,Direct,Transient-Party,No Deposit,2,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,41,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,28,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,28,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,31,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,31,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,31,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,1,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,33,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,21,0,0.0,adr<=0
Resort Hotel,Corporate,Transient-Party,No Deposit,73,1,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Corporate,Transient,No Deposit,2,0,0.0,adr<=0
Resort Hotel,Corporate,Transient-Party,No Deposit,83,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,58,0,0.0,adr<=0
Resort Hotel,Groups,Group,No Deposit,140,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,3,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,123,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,47,0,0.0,adr<=0
Resort Hotel,Corporate,Transient,No Deposit,6,0,0.0,adr<=0
Resort Hotel,Corporate,Transient,No Deposit,6,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,73,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,1,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,12,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,5,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,5,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,29,1,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,73,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,112,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,105,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,101,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Contract,No Deposit,105,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,1,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient-Party,No Deposit,59,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,99,0,0.0,adr<=0
Resort Hotel,Corporate,Transient,No Deposit,21,0,0.0,adr<=0
Resort Hotel,Corporate,Transient,No Deposit,6,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Contract,No Deposit,115,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,9,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,4,0,0.0,adr<=0
Resort Hotel,Corporate,Transient-Party,No Deposit,5,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,26,0,0.0,adr<=0
Resort Hotel,Corporate,Transient,No Deposit,6,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,18,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,90,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,4,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,101,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,129,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,27,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,9,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,6,1,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,7,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,143,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Corporate,Transient,No Deposit,4,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,36,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,158,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,8,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,170,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Contract,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,41,0,0.0,adr<=0
Resort Hotel,Corporate,Transient,No Deposit,4,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Group,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,85,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,85,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,85,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,20,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,7,1,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,1,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,101,0,274.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,37,0,254.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Online TA,Transient-Party,No Deposit,17,0,0.0,adr<=0
Resort Hotel,Online TA,Transient-Party,No Deposit,17,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,169,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,123,1,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,3,0,252.17,adr>P99
Resort Hotel,Corporate,Transient,No Deposit,30,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,45,0,0.0,adr<=0
Resort Hotel,Corporate,Transient,No Deposit,9,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,6,0,282.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,22,0,311.33,adr>P99
Resort Hotel,Direct,Transient,No Deposit,89,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,23,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,9,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,1,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,133,0,263.57,adr>P99
Resort Hotel,Direct,Transient,No Deposit,45,0,262.5,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,72,0,287.5,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,39,0,271.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,39,0,271.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,1,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,100,0,296.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,24,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,24,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,24,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,28,0,271.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,15,0,295.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,101,0,257.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,50,0,276.6,adr>P99
Resort Hotel,Offline TA/TO,Transient-Party,No Deposit,104,0,252.6,adr>P99
Resort Hotel,Offline TA/TO,Transient-Party,No Deposit,104,0,252.6,adr>P99
Resort Hotel,Online TA,Transient-Party,No Deposit,38,0,271.0,adr>P99
Resort Hotel,Online TA,Transient-Party,No Deposit,38,0,259.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,48,0,253.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,158,0,278.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,96,0,281.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,138,0,318.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,1,0,276.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,2,0,259.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,85,0,308.4,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,112,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,112,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,23,0,274.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,4,0,301.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,37,0,260.33,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,10,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,2,0,281.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,126,0,302.86,adr>P99
Resort Hotel,Direct,Transient,No Deposit,19,0,288.1,adr>P99
Resort Hotel,Complementary,Transient,No Deposit,17,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,4,0,257.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,2,0,307.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,17,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,27,0,264.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,33,0,274.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,1,0,282.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,1,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,81,0,265.83,adr>P99
Resort Hotel,Direct,Transient,No Deposit,13,0,263.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,11,0,340.71,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,88,0,283.0,adr>P99
Resort Hotel,Offline TA/TO,Transient,No Deposit,178,0,283.2,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,6,0,273.5,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,117,0,253.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,234,0,263.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,190,0,336.5,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,42,0,259.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,34,0,253.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,94,0,318.71,adr>P99
Resort Hotel,Online TA,Transient-Party,No Deposit,4,0,268.33,adr>P99
Resort Hotel,Online TA,Transient-Party,No Deposit,16,0,352.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,2,0,335.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,31,0,359.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,4,0,253.5,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,22,0,310.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,14,0,353.67,adr>P99
Resort Hotel,Online TA,Transient-Party,No Deposit,53,0,269.0,adr>P99
Resort Hotel,Online TA,Transient-Party,No Deposit,53,0,269.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,1,0,276.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,26,0,313.71,adr>P99
Resort Hotel,Direct,Transient,No Deposit,0,0,271.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,14,0,262.6,adr>P99
Resort Hotel,Direct,Transient,No Deposit,179,0,288.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,23,0,268.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,138,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,55,0,269.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,86,0,276.0,adr>P99
Resort Hotel,Online TA,Transient-Party,No Deposit,17,0,256.0,adr>P99
Resort Hotel,Online TA,Transient-Party,No Deposit,17,0,268.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,18,0,357.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,13,0,261.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,8,0,261.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,55,0,286.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,129,0,327.4,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,21,0,296.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,37,0,327.6,adr>P99
Resort Hotel,Direct,Transient,No Deposit,144,0,329.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,14,0,268.5,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,37,0,256.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,51,0,281.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,17,0,272.67,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,56,0,253.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,39,0,263.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,32,0,254.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,147,0,271.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,49,0,279.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,25,0,263.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,87,0,279.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,12,0,270.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,6,0,359.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,56,0,322.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,47,0,315.38,adr>P99
Resort Hotel,Direct,Transient,No Deposit,34,0,306.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,8,0,286.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,65,0,278.5,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,117,0,253.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,96,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,36,0,253.16,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,24,0,299.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,17,0,270.5,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,16,0,293.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,16,0,261.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,2,0,253.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,1,0,253.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,11,0,261.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,20,0,257.67,adr>P99
Resort Hotel,Direct,Transient,No Deposit,107,0,271.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,49,0,301.2,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,59,0,329.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,49,0,286.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,18,0,310.2,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,115,0,271.0,adr>P99
Resort Hotel,Direct,Transient-Party,No Deposit,181,0,265.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,20,0,254.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,1,0,259.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,13,0,264.16,adr>P99
Resort Hotel,Direct,Transient,No Deposit,27,0,288.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,25,0,352.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,14,0,265.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,128,0,317.67,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,54,0,279.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,28,0,273.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,17,0,311.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,26,0,254.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,136,0,286.6,adr>P99
Resort Hotel,Direct,Transient,No Deposit,36,0,285.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,117,0,275.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,33,0,270.1,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,26,0,268.5,adr>P99
Resort Hotel,Direct,Transient-Party,No Deposit,79,0,259.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,56,0,261.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,58,0,269.0,adr>P99
Resort Hotel,Direct,Transient-Party,No Deposit,12,0,274.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,10,0,300.6,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,15,0,297.29,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,104,0,0.0,adr<=0
Resort Hotel,Direct,Group,No Deposit,7,0,254.1,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,139,0,268.75,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,35,0,352.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,144,0,254.62,adr>P99
Resort Hotel,Direct,Transient,No Deposit,9,0,271.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,82,0,318.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,0,0,281.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,85,0,283.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,19,0,296.33,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,170,0,284.86,adr>P99
Resort Hotel,Direct,Transient,No Deposit,127,0,297.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,8,0,258.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,12,0,293.1,adr>P99
Resort Hotel,Direct,Transient,No Deposit,72,0,261.25,adr>P99
Resort Hotel,Direct,Transient,No Deposit,4,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,88,0,279.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,85,0,271.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,88,0,286.1,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,68,0,279.36,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,60,0,281.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,2,0,291.0,adr>P99
Resort Hotel,Online TA,Transient-Party,No Deposit,60,0,252.67,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,4,0,258.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,25,0,311.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,158,0,357.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,135,0,266.1,adr>P99
Resort Hotel,Direct,Transient,No Deposit,45,0,270.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,0,0,261.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,4,0,269.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,14,0,261.33,adr>P99
Resort Hotel,Direct,Transient,No Deposit,86,0,259.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,22,0,281.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,23,0,283.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,97,0,349.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,122,0,265.83,adr>P99
Resort Hotel,Direct,Transient,No Deposit,45,0,308.14,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,39,0,270.5,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,11,0,292.71,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,30,0,286.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,39,0,270.38,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,162,0,308.57,adr>P99
Resort Hotel,Online TA,Transient-Party,No Deposit,13,0,0.0,adr<=0
Resort Hotel,Online TA,Transient-Party,No Deposit,13,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,32,0,274.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,40,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,6,0,256.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,25,0,260.0,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,15,0,263.09,adr>P99
Resort Hotel,Online TA,Transient,No Deposit,74,0,269.0,adr>P99
Resort Hotel,Direct,Transient,No Deposit,69,0,273.9,adr>P99
Resort Hotel,Direct,Transient,No Deposit,68,0,265.0,adr>P99
Resort Hotel,Online TA,Transient-Party,No Deposit,84,0,297.57,adr>P99
Resort Hotel,Direct,Transient,No Deposit,1,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,248,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,33,0,253.25,adr>P99
Resort Hotel,Offline TA/TO,Transient,No Deposit,89,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,31,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,1,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,10,0,307.5,adr>P99
Resort Hotel,Online TA,Transient-Party,No Deposit,174,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,21,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,542,0,0.0,adr<=0
Resort Hotel,Corporate,Transient,No Deposit,4,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,60,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,10,1,0.0,adr<=0
Resort Hotel,Direct,Transient-Party,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Groups,Transient,No Deposit,48,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,172,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,18,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,17,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,1,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,231,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,12,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,12,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,23,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,12,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,338,0,0.0,adr<=0
Resort Hotel,Groups,Transient,No Deposit,14,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,1,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,41,0,331.0,adr>P99
Resort Hotel,Groups,Transient-Party,No Deposit,9,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,389,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,389,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,1,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,1,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,34,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,98,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,34,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,39,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,43,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,39,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,2,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,2,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,6,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,13,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,18,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,8,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,3,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,3,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,6,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,30,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,29,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,31,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,65,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,32,0,0.0,adr<=0
Resort Hotel,Groups,Transient-Party,No Deposit,67,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,4,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,14,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,2,0,0.0,adr<=0
Resort Hotel,Offline TA/TO,Transient,No Deposit,34,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,1,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,1,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,45,0,0.0,adr<=0
Resort Hotel,Direct,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Online TA,Transient,No Deposit,4,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,37,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,37,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,11,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,0,0,0.0,adr<=0
Resort Hotel,Complementary,Transient,No Deposit,25,0,0.0,adr<=0
